,gt,alt,flight_num,flight_path_file
70,dataset/gt/27_3421.npy,dataset/alt/27_3421_alt.npy,27,dublaz/F_150326_132400.laz
71,dataset/gt/20_219.npy,dataset/alt/20_219_alt.npy,20,dublaz/F_150326_120854.laz
72,dataset/gt/27_4391.npy,dataset/alt/27_4391_alt.npy,27,dublaz/F_150326_132400.laz
73,dataset/gt/35_4.npy,dataset/alt/35_4_alt.npy,35,dublaz/F_150326_120025.laz
74,dataset/gt/35_223.npy,dataset/alt/35_223_alt.npy,35,dublaz/F_150326_120025.laz
75,dataset/gt/35_694.npy,dataset/alt/35_694_alt.npy,35,dublaz/F_150326_120025.laz
76,dataset/gt/36_255.npy,dataset/alt/36_255_alt.npy,36,dublaz/F_150326_134430.laz
77,dataset/gt/19_2663.npy,dataset/alt/19_2663_alt.npy,19,dublaz/F_150326_154909.laz
78,dataset/gt/37_1091.npy,dataset/alt/37_1091_alt.npy,37,dublaz/F_150326_160709.laz
79,dataset/gt/27_1011.npy,dataset/alt/27_1011_alt.npy,27,dublaz/F_150326_132400.laz
80,dataset/gt/15_382.npy,dataset/alt/15_382_alt.npy,15,dublaz/F_150326_145809.laz
81,dataset/gt/27_43.npy,dataset/alt/27_43_alt.npy,27,dublaz/F_150326_132400.laz
82,dataset/gt/31_2393.npy,dataset/alt/31_2393_alt.npy,31,dublaz/F_150326_131220.laz
83,dataset/gt/27_860.npy,dataset/alt/27_860_alt.npy,27,dublaz/F_150326_132400.laz
84,dataset/gt/27_2900.npy,dataset/alt/27_2900_alt.npy,27,dublaz/F_150326_132400.laz
85,dataset/gt/27_1109.npy,dataset/alt/27_1109_alt.npy,27,dublaz/F_150326_132400.laz
86,dataset/gt/15_341.npy,dataset/alt/15_341_alt.npy,15,dublaz/F_150326_145809.laz
87,dataset/gt/18_344.npy,dataset/alt/18_344_alt.npy,18,dublaz/F_150326_160443.laz
88,dataset/gt/18_71.npy,dataset/alt/18_71_alt.npy,18,dublaz/F_150326_160443.laz
89,dataset/gt/12_1149.npy,dataset/alt/12_1149_alt.npy,12,dublaz/F_150326_150519.laz
90,dataset/gt/19_968.npy,dataset/alt/19_968_alt.npy,19,dublaz/F_150326_154909.laz
91,dataset/gt/36_503.npy,dataset/alt/36_503_alt.npy,36,dublaz/F_150326_134430.laz
92,dataset/gt/27_6061.npy,dataset/alt/27_6061_alt.npy,27,dublaz/F_150326_132400.laz
93,dataset/gt/24_430.npy,dataset/alt/24_430_alt.npy,24,dublaz/F_150326_124922.laz
94,dataset/gt/18_325.npy,dataset/alt/18_325_alt.npy,18,dublaz/F_150326_160443.laz
95,dataset/gt/1_782.npy,dataset/alt/1_782_alt.npy,1,dublaz/F_150326_125917.laz
96,dataset/gt/5_135.npy,dataset/alt/5_135_alt.npy,5,dublaz/F_150326_160149.laz
97,dataset/gt/22_440.npy,dataset/alt/22_440_alt.npy,22,dublaz/F_150326_123922.laz
98,dataset/gt/27_69.npy,dataset/alt/27_69_alt.npy,27,dublaz/F_150326_132400.laz
99,dataset/gt/1_511.npy,dataset/alt/1_511_alt.npy,1,dublaz/F_150326_125917.laz
100,dataset/gt/1_265.npy,dataset/alt/1_265_alt.npy,1,dublaz/F_150326_125917.laz
101,dataset/gt/31_2653.npy,dataset/alt/31_2653_alt.npy,31,dublaz/F_150326_131220.laz
102,dataset/gt/24_916.npy,dataset/alt/24_916_alt.npy,24,dublaz/F_150326_124922.laz
103,dataset/gt/15_518.npy,dataset/alt/15_518_alt.npy,15,dublaz/F_150326_145809.laz
104,dataset/gt/20_15.npy,dataset/alt/20_15_alt.npy,20,dublaz/F_150326_120854.laz
105,dataset/gt/19_1787.npy,dataset/alt/19_1787_alt.npy,19,dublaz/F_150326_154909.laz
106,dataset/gt/13_2774.npy,dataset/alt/13_2774_alt.npy,13,dublaz/F_150326_151147.laz
107,dataset/gt/12_270.npy,dataset/alt/12_270_alt.npy,12,dublaz/F_150326_150519.laz
108,dataset/gt/36_360.npy,dataset/alt/36_360_alt.npy,36,dublaz/F_150326_134430.laz
109,dataset/gt/1_384.npy,dataset/alt/1_384_alt.npy,1,dublaz/F_150326_125917.laz
110,dataset/gt/24_949.npy,dataset/alt/24_949_alt.npy,24,dublaz/F_150326_124922.laz
111,dataset/gt/18_106.npy,dataset/alt/18_106_alt.npy,18,dublaz/F_150326_160443.laz
112,dataset/gt/27_5210.npy,dataset/alt/27_5210_alt.npy,27,dublaz/F_150326_132400.laz
113,dataset/gt/1_710.npy,dataset/alt/1_710_alt.npy,1,dublaz/F_150326_125917.laz
114,dataset/gt/19_3463.npy,dataset/alt/19_3463_alt.npy,19,dublaz/F_150326_154909.laz
115,dataset/gt/13_1173.npy,dataset/alt/13_1173_alt.npy,13,dublaz/F_150326_151147.laz
116,dataset/gt/27_1067.npy,dataset/alt/27_1067_alt.npy,27,dublaz/F_150326_132400.laz
117,dataset/gt/18_929.npy,dataset/alt/18_929_alt.npy,18,dublaz/F_150326_160443.laz
118,dataset/gt/20_72.npy,dataset/alt/20_72_alt.npy,20,dublaz/F_150326_120854.laz
119,dataset/gt/18_883.npy,dataset/alt/18_883_alt.npy,18,dublaz/F_150326_160443.laz
120,dataset/gt/37_1299.npy,dataset/alt/37_1299_alt.npy,37,dublaz/F_150326_160709.laz
121,dataset/gt/3_809.npy,dataset/alt/3_809_alt.npy,3,dublaz/F_150326_122941.laz
122,dataset/gt/27_188.npy,dataset/alt/27_188_alt.npy,27,dublaz/F_150326_132400.laz
123,dataset/gt/10_297.npy,dataset/alt/10_297_alt.npy,10,dublaz/F_150326_155529.laz
124,dataset/gt/27_4199.npy,dataset/alt/27_4199_alt.npy,27,dublaz/F_150326_132400.laz
125,dataset/gt/27_989.npy,dataset/alt/27_989_alt.npy,27,dublaz/F_150326_132400.laz
126,dataset/gt/27_5499.npy,dataset/alt/27_5499_alt.npy,27,dublaz/F_150326_132400.laz
127,dataset/gt/33_167.npy,dataset/alt/33_167_alt.npy,33,dublaz/F_150326_120403.laz
128,dataset/gt/31_2441.npy,dataset/alt/31_2441_alt.npy,31,dublaz/F_150326_131220.laz
129,dataset/gt/5_133.npy,dataset/alt/5_133_alt.npy,5,dublaz/F_150326_160149.laz
130,dataset/gt/35_26.npy,dataset/alt/35_26_alt.npy,35,dublaz/F_150326_120025.laz
131,dataset/gt/16_996.npy,dataset/alt/16_996_alt.npy,16,dublaz/F_150326_161223.laz
132,dataset/gt/22_977.npy,dataset/alt/22_977_alt.npy,22,dublaz/F_150326_123922.laz
133,dataset/gt/19_4439.npy,dataset/alt/19_4439_alt.npy,19,dublaz/F_150326_154909.laz
134,dataset/gt/27_2555.npy,dataset/alt/27_2555_alt.npy,27,dublaz/F_150326_132400.laz
135,dataset/gt/29_5.npy,dataset/alt/29_5_alt.npy,29,dublaz/F_150326_125429.laz
136,dataset/gt/27_595.npy,dataset/alt/27_595_alt.npy,27,dublaz/F_150326_132400.laz
137,dataset/gt/13_1759.npy,dataset/alt/13_1759_alt.npy,13,dublaz/F_150326_151147.laz
138,dataset/gt/19_4837.npy,dataset/alt/19_4837_alt.npy,19,dublaz/F_150326_154909.laz
139,dataset/gt/27_5352.npy,dataset/alt/27_5352_alt.npy,27,dublaz/F_150326_132400.laz
140,dataset/gt/38_407.npy,dataset/alt/38_407_alt.npy,38,dublaz/F_150326_145523.laz
141,dataset/gt/13_198.npy,dataset/alt/13_198_alt.npy,13,dublaz/F_150326_151147.laz
142,dataset/gt/11_958.npy,dataset/alt/11_958_alt.npy,11,dublaz/F_150326_161001.laz
143,dataset/gt/19_1907.npy,dataset/alt/19_1907_alt.npy,19,dublaz/F_150326_154909.laz
144,dataset/gt/27_492.npy,dataset/alt/27_492_alt.npy,27,dublaz/F_150326_132400.laz
145,dataset/gt/19_5348.npy,dataset/alt/19_5348_alt.npy,19,dublaz/F_150326_154909.laz
146,dataset/gt/11_240.npy,dataset/alt/11_240_alt.npy,11,dublaz/F_150326_161001.laz
147,dataset/gt/1_34.npy,dataset/alt/1_34_alt.npy,1,dublaz/F_150326_125917.laz
148,dataset/gt/24_432.npy,dataset/alt/24_432_alt.npy,24,dublaz/F_150326_124922.laz
149,dataset/gt/13_2285.npy,dataset/alt/13_2285_alt.npy,13,dublaz/F_150326_151147.laz
150,dataset/gt/19_825.npy,dataset/alt/19_825_alt.npy,19,dublaz/F_150326_154909.laz
151,dataset/gt/19_603.npy,dataset/alt/19_603_alt.npy,19,dublaz/F_150326_154909.laz
152,dataset/gt/31_1026.npy,dataset/alt/31_1026_alt.npy,31,dublaz/F_150326_131220.laz
153,dataset/gt/27_5307.npy,dataset/alt/27_5307_alt.npy,27,dublaz/F_150326_132400.laz
154,dataset/gt/27_68.npy,dataset/alt/27_68_alt.npy,27,dublaz/F_150326_132400.laz
155,dataset/gt/31_1889.npy,dataset/alt/31_1889_alt.npy,31,dublaz/F_150326_131220.laz
156,dataset/gt/31_650.npy,dataset/alt/31_650_alt.npy,31,dublaz/F_150326_131220.laz
157,dataset/gt/38_604.npy,dataset/alt/38_604_alt.npy,38,dublaz/F_150326_145523.laz
158,dataset/gt/19_2172.npy,dataset/alt/19_2172_alt.npy,19,dublaz/F_150326_154909.laz
159,dataset/gt/37_183.npy,dataset/alt/37_183_alt.npy,37,dublaz/F_150326_160709.laz
160,dataset/gt/35_959.npy,dataset/alt/35_959_alt.npy,35,dublaz/F_150326_120025.laz
161,dataset/gt/5_952.npy,dataset/alt/5_952_alt.npy,5,dublaz/F_150326_160149.laz
162,dataset/gt/19_2969.npy,dataset/alt/19_2969_alt.npy,19,dublaz/F_150326_154909.laz
163,dataset/gt/27_5728.npy,dataset/alt/27_5728_alt.npy,27,dublaz/F_150326_132400.laz
164,dataset/gt/24_965.npy,dataset/alt/24_965_alt.npy,24,dublaz/F_150326_124922.laz
165,dataset/gt/13_2350.npy,dataset/alt/13_2350_alt.npy,13,dublaz/F_150326_151147.laz
166,dataset/gt/16_1452.npy,dataset/alt/16_1452_alt.npy,16,dublaz/F_150326_161223.laz
167,dataset/gt/22_197.npy,dataset/alt/22_197_alt.npy,22,dublaz/F_150326_123922.laz
168,dataset/gt/19_5002.npy,dataset/alt/19_5002_alt.npy,19,dublaz/F_150326_154909.laz
169,dataset/gt/16_398.npy,dataset/alt/16_398_alt.npy,16,dublaz/F_150326_161223.laz
170,dataset/gt/36_354.npy,dataset/alt/36_354_alt.npy,36,dublaz/F_150326_134430.laz
171,dataset/gt/11_192.npy,dataset/alt/11_192_alt.npy,11,dublaz/F_150326_161001.laz
172,dataset/gt/19_2107.npy,dataset/alt/19_2107_alt.npy,19,dublaz/F_150326_154909.laz
173,dataset/gt/1_640.npy,dataset/alt/1_640_alt.npy,1,dublaz/F_150326_125917.laz
174,dataset/gt/27_923.npy,dataset/alt/27_923_alt.npy,27,dublaz/F_150326_132400.laz
175,dataset/gt/9_637.npy,dataset/alt/9_637_alt.npy,9,dublaz/F_150326_131440.laz
176,dataset/gt/27_839.npy,dataset/alt/27_839_alt.npy,27,dublaz/F_150326_132400.laz
177,dataset/gt/27_6016.npy,dataset/alt/27_6016_alt.npy,27,dublaz/F_150326_132400.laz
178,dataset/gt/27_914.npy,dataset/alt/27_914_alt.npy,27,dublaz/F_150326_132400.laz
179,dataset/gt/3_866.npy,dataset/alt/3_866_alt.npy,3,dublaz/F_150326_122941.laz
180,dataset/gt/24_239.npy,dataset/alt/24_239_alt.npy,24,dublaz/F_150326_124922.laz
181,dataset/gt/24_831.npy,dataset/alt/24_831_alt.npy,24,dublaz/F_150326_124922.laz
182,dataset/gt/19_4356.npy,dataset/alt/19_4356_alt.npy,19,dublaz/F_150326_154909.laz
183,dataset/gt/27_3886.npy,dataset/alt/27_3886_alt.npy,27,dublaz/F_150326_132400.laz
184,dataset/gt/31_1367.npy,dataset/alt/31_1367_alt.npy,31,dublaz/F_150326_131220.laz
185,dataset/gt/19_5320.npy,dataset/alt/19_5320_alt.npy,19,dublaz/F_150326_154909.laz
186,dataset/gt/19_2555.npy,dataset/alt/19_2555_alt.npy,19,dublaz/F_150326_154909.laz
187,dataset/gt/19_1949.npy,dataset/alt/19_1949_alt.npy,19,dublaz/F_150326_154909.laz
188,dataset/gt/11_921.npy,dataset/alt/11_921_alt.npy,11,dublaz/F_150326_161001.laz
189,dataset/gt/19_1237.npy,dataset/alt/19_1237_alt.npy,19,dublaz/F_150326_154909.laz
190,dataset/gt/20_411.npy,dataset/alt/20_411_alt.npy,20,dublaz/F_150326_120854.laz
191,dataset/gt/27_1513.npy,dataset/alt/27_1513_alt.npy,27,dublaz/F_150326_132400.laz
192,dataset/gt/26_30.npy,dataset/alt/26_30_alt.npy,26,dublaz/F_150326_124415.laz
193,dataset/gt/15_528.npy,dataset/alt/15_528_alt.npy,15,dublaz/F_150326_145809.laz
194,dataset/gt/13_1568.npy,dataset/alt/13_1568_alt.npy,13,dublaz/F_150326_151147.laz
195,dataset/gt/27_5208.npy,dataset/alt/27_5208_alt.npy,27,dublaz/F_150326_132400.laz
196,dataset/gt/9_861.npy,dataset/alt/9_861_alt.npy,9,dublaz/F_150326_131440.laz
197,dataset/gt/27_1354.npy,dataset/alt/27_1354_alt.npy,27,dublaz/F_150326_132400.laz
198,dataset/gt/35_492.npy,dataset/alt/35_492_alt.npy,35,dublaz/F_150326_120025.laz
199,dataset/gt/15_2.npy,dataset/alt/15_2_alt.npy,15,dublaz/F_150326_145809.laz
200,dataset/gt/9_716.npy,dataset/alt/9_716_alt.npy,9,dublaz/F_150326_131440.laz
201,dataset/gt/27_1689.npy,dataset/alt/27_1689_alt.npy,27,dublaz/F_150326_132400.laz
202,dataset/gt/13_24.npy,dataset/alt/13_24_alt.npy,13,dublaz/F_150326_151147.laz
203,dataset/gt/31_1433.npy,dataset/alt/31_1433_alt.npy,31,dublaz/F_150326_131220.laz
204,dataset/gt/5_697.npy,dataset/alt/5_697_alt.npy,5,dublaz/F_150326_160149.laz
205,dataset/gt/22_453.npy,dataset/alt/22_453_alt.npy,22,dublaz/F_150326_123922.laz
206,dataset/gt/18_86.npy,dataset/alt/18_86_alt.npy,18,dublaz/F_150326_160443.laz
207,dataset/gt/27_3411.npy,dataset/alt/27_3411_alt.npy,27,dublaz/F_150326_132400.laz
208,dataset/gt/27_3835.npy,dataset/alt/27_3835_alt.npy,27,dublaz/F_150326_132400.laz
209,dataset/gt/12_635.npy,dataset/alt/12_635_alt.npy,12,dublaz/F_150326_150519.laz
210,dataset/gt/10_115.npy,dataset/alt/10_115_alt.npy,10,dublaz/F_150326_155529.laz
211,dataset/gt/9_542.npy,dataset/alt/9_542_alt.npy,9,dublaz/F_150326_131440.laz
212,dataset/gt/27_1207.npy,dataset/alt/27_1207_alt.npy,27,dublaz/F_150326_132400.laz
213,dataset/gt/19_1473.npy,dataset/alt/19_1473_alt.npy,19,dublaz/F_150326_154909.laz
214,dataset/gt/37_280.npy,dataset/alt/37_280_alt.npy,37,dublaz/F_150326_160709.laz
215,dataset/gt/13_2005.npy,dataset/alt/13_2005_alt.npy,13,dublaz/F_150326_151147.laz
216,dataset/gt/19_2882.npy,dataset/alt/19_2882_alt.npy,19,dublaz/F_150326_154909.laz
217,dataset/gt/38_433.npy,dataset/alt/38_433_alt.npy,38,dublaz/F_150326_145523.laz
218,dataset/gt/19_4843.npy,dataset/alt/19_4843_alt.npy,19,dublaz/F_150326_154909.laz
219,dataset/gt/27_2916.npy,dataset/alt/27_2916_alt.npy,27,dublaz/F_150326_132400.laz
220,dataset/gt/31_1336.npy,dataset/alt/31_1336_alt.npy,31,dublaz/F_150326_131220.laz
221,dataset/gt/5_979.npy,dataset/alt/5_979_alt.npy,5,dublaz/F_150326_160149.laz
222,dataset/gt/24_177.npy,dataset/alt/24_177_alt.npy,24,dublaz/F_150326_124922.laz
223,dataset/gt/19_823.npy,dataset/alt/19_823_alt.npy,19,dublaz/F_150326_154909.laz
224,dataset/gt/33_476.npy,dataset/alt/33_476_alt.npy,33,dublaz/F_150326_120403.laz
225,dataset/gt/29_135.npy,dataset/alt/29_135_alt.npy,29,dublaz/F_150326_125429.laz
226,dataset/gt/13_2432.npy,dataset/alt/13_2432_alt.npy,13,dublaz/F_150326_151147.laz
227,dataset/gt/19_1466.npy,dataset/alt/19_1466_alt.npy,19,dublaz/F_150326_154909.laz
228,dataset/gt/19_3567.npy,dataset/alt/19_3567_alt.npy,19,dublaz/F_150326_154909.laz
229,dataset/gt/18_512.npy,dataset/alt/18_512_alt.npy,18,dublaz/F_150326_160443.laz
230,dataset/gt/18_283.npy,dataset/alt/18_283_alt.npy,18,dublaz/F_150326_160443.laz
231,dataset/gt/38_1126.npy,dataset/alt/38_1126_alt.npy,38,dublaz/F_150326_145523.laz
232,dataset/gt/31_760.npy,dataset/alt/31_760_alt.npy,31,dublaz/F_150326_131220.laz
233,dataset/gt/19_2751.npy,dataset/alt/19_2751_alt.npy,19,dublaz/F_150326_154909.laz
234,dataset/gt/19_2001.npy,dataset/alt/19_2001_alt.npy,19,dublaz/F_150326_154909.laz
235,dataset/gt/27_4065.npy,dataset/alt/27_4065_alt.npy,27,dublaz/F_150326_132400.laz
236,dataset/gt/27_3649.npy,dataset/alt/27_3649_alt.npy,27,dublaz/F_150326_132400.laz
237,dataset/gt/12_959.npy,dataset/alt/12_959_alt.npy,12,dublaz/F_150326_150519.laz
238,dataset/gt/33_601.npy,dataset/alt/33_601_alt.npy,33,dublaz/F_150326_120403.laz
239,dataset/gt/27_3528.npy,dataset/alt/27_3528_alt.npy,27,dublaz/F_150326_132400.laz
240,dataset/gt/24_1021.npy,dataset/alt/24_1021_alt.npy,24,dublaz/F_150326_124922.laz
241,dataset/gt/11_474.npy,dataset/alt/11_474_alt.npy,11,dublaz/F_150326_161001.laz
242,dataset/gt/13_247.npy,dataset/alt/13_247_alt.npy,13,dublaz/F_150326_151147.laz
243,dataset/gt/38_661.npy,dataset/alt/38_661_alt.npy,38,dublaz/F_150326_145523.laz
244,dataset/gt/3_881.npy,dataset/alt/3_881_alt.npy,3,dublaz/F_150326_122941.laz
245,dataset/gt/19_4069.npy,dataset/alt/19_4069_alt.npy,19,dublaz/F_150326_154909.laz
246,dataset/gt/11_375.npy,dataset/alt/11_375_alt.npy,11,dublaz/F_150326_161001.laz
247,dataset/gt/29_198.npy,dataset/alt/29_198_alt.npy,29,dublaz/F_150326_125429.laz
248,dataset/gt/19_181.npy,dataset/alt/19_181_alt.npy,19,dublaz/F_150326_154909.laz
249,dataset/gt/18_901.npy,dataset/alt/18_901_alt.npy,18,dublaz/F_150326_160443.laz
250,dataset/gt/22_1029.npy,dataset/alt/22_1029_alt.npy,22,dublaz/F_150326_123922.laz
251,dataset/gt/19_4772.npy,dataset/alt/19_4772_alt.npy,19,dublaz/F_150326_154909.laz
252,dataset/gt/36_347.npy,dataset/alt/36_347_alt.npy,36,dublaz/F_150326_134430.laz
253,dataset/gt/35_272.npy,dataset/alt/35_272_alt.npy,35,dublaz/F_150326_120025.laz
254,dataset/gt/18_559.npy,dataset/alt/18_559_alt.npy,18,dublaz/F_150326_160443.laz
255,dataset/gt/27_701.npy,dataset/alt/27_701_alt.npy,27,dublaz/F_150326_132400.laz
256,dataset/gt/13_2194.npy,dataset/alt/13_2194_alt.npy,13,dublaz/F_150326_151147.laz
257,dataset/gt/38_590.npy,dataset/alt/38_590_alt.npy,38,dublaz/F_150326_145523.laz
258,dataset/gt/16_484.npy,dataset/alt/16_484_alt.npy,16,dublaz/F_150326_161223.laz
259,dataset/gt/12_494.npy,dataset/alt/12_494_alt.npy,12,dublaz/F_150326_150519.laz
260,dataset/gt/12_908.npy,dataset/alt/12_908_alt.npy,12,dublaz/F_150326_150519.laz
261,dataset/gt/38_232.npy,dataset/alt/38_232_alt.npy,38,dublaz/F_150326_145523.laz
262,dataset/gt/27_197.npy,dataset/alt/27_197_alt.npy,27,dublaz/F_150326_132400.laz
263,dataset/gt/31_1779.npy,dataset/alt/31_1779_alt.npy,31,dublaz/F_150326_131220.laz
264,dataset/gt/9_990.npy,dataset/alt/9_990_alt.npy,9,dublaz/F_150326_131440.laz
265,dataset/gt/19_804.npy,dataset/alt/19_804_alt.npy,19,dublaz/F_150326_154909.laz
266,dataset/gt/16_1386.npy,dataset/alt/16_1386_alt.npy,16,dublaz/F_150326_161223.laz
267,dataset/gt/19_2598.npy,dataset/alt/19_2598_alt.npy,19,dublaz/F_150326_154909.laz
268,dataset/gt/15_310.npy,dataset/alt/15_310_alt.npy,15,dublaz/F_150326_145809.laz
